Fold,Set,Taxa
0,282train,W153R
0,282train,Yu796
0,282train,i1677a
1,282train,33-16
1,282train,38-11Goodman-Buckler
1,282train,4226
1,282train,4722
1,282train,A188
1,282train,A239
1,282train,A272
1,282train,A441-5
1,282train,A556
1,282train,A619
1,282train,A654
1,282train,A659
1,282train,A661
1,282train,A679
1,282train,A680
1,282train,A682
1,282train,Ab28A
1,282train,B10
1,282train,B103
1,282train,B105
1,282train,B109
1,282train,B164
1,282train,B2
1,282train,B37
1,282train,B46
1,282train,B52
1,282train,B57
1,282train,B75
1,282train,B76
1,282train,B77
1,282train,B79
1,282train,B84
1,282train,C103
1,282train,C123
1,282train,C49A
1,282train,CH701-30
1,282train,CH9
1,282train,CI187-2
1,282train,CI21E
1,282train,CI28AGoodman-Buckler
1,282train,CI31A
1,282train,CI3A
1,282train,CI64
1,282train,CI66
1,282train,CM37
1,282train,CM7
1,282train,CML10
1,282train,CML108
1,282train,CML11
1,282train,CML14
1,282train,CML154Q
1,282train,CML157Q
1,282train,CML158Q
1,282train,CML218
1,282train,CML220
1,282train,CML238
1,282train,CML254
1,282train,CML258
1,282train,CML261
1,282train,CML281
1,282train,CML287
1,282train,CML311
1,282train,CML314
1,282train,CML321
1,282train,CML323
1,282train,CML328
1,282train,CML331
1,282train,CML332
1,282train,CML341
1,282train,CML38
1,282train,CML45
1,282train,CML5
1,282train,CML61
1,282train,CML77
1,282train,CML91
1,282train,CML92
1,282train,CMV3
1,282train,CO106
1,282train,CO125
1,282train,CO255
1,282train,Ci7Goodman-Buckler
1,282train,Ci90CGoodman-Buckler
1,282train,Ci91BGoodman-Buckler
1,282train,D940Y
1,282train,DE-2
1,282train,DE1
1,282train,E2558W
1,282train,EP1
1,282train,F2834T
1,282train,F6
1,282train,F7
1,282train,GA209
1,282train,GT112
1,282train,H49
1,282train,H84
1,282train,H95
1,282train,H99
1,282train,Hi27Goodman-Buckler
1,282train,I137TN
1,282train,I205
1,282train,I29
1,282train,IA2132Goodman-Buckler
1,282train,IDS28
1,282train,IDS69
1,282train,IDS91
1,282train,ILLHy
1,282train,Ia5125
1,282train,Il101
1,282train,Il14H
1,282train,K148
1,282train,K4
1,282train,K55
1,282train,K64
1,282train,KY226
1,282train,KY228
1,282train,Ki11
1,282train,Ki14
1,282train,Ki2021
1,282train,Ki21
1,282train,Ki43
1,282train,Ki44
1,282train,Ky21
1,282train,L317
1,282train,L578
1,282train,M14
1,282train,MEF156-55-2
1,282train,MO1W
1,282train,MS1334
1,282train,MS153
1,282train,Mo17
1,282train,Mo18W
1,282train,Mo24W
1,282train,Mo45
1,282train,Mo46
1,282train,Mo47
1,282train,MoG
1,282train,Mp339
1,282train,Mt42
1,282train,N192
1,282train,N28Ht
1,282train,N6
1,282train,NC222
1,282train,NC230
1,282train,NC232
1,282train,NC236
1,282train,NC238
1,282train,NC250
1,282train,NC258
1,282train,NC260
1,282train,NC262
1,282train,NC264
1,282train,NC290A
1,282train,NC294
1,282train,NC296
1,282train,NC296A
1,282train,NC300
1,282train,NC302
1,282train,NC304
1,282train,NC306
1,282train,NC310
1,282train,NC314
1,282train,NC318
1,282train,NC320
1,282train,NC324
1,282train,NC326
1,282train,NC328
1,282train,NC33
1,282train,NC336
1,282train,NC338
1,282train,NC340
1,282train,NC342
1,282train,NC344
1,282train,NC346
1,282train,NC348
1,282train,NC352
1,282train,NC354
1,282train,NC356
1,282train,NC360
1,282train,NC362
1,282train,NC364
1,282train,NC366
1,282train,NC368
1,282train,ND246
1,282train,Oh40B
1,282train,Oh43E
1,282train,Oh603
1,282train,Os420
1,282train,P39Goodman-Buckler
1,282train,Pa762
1,282train,Pa875
1,282train,Pa880
1,282train,Pa91
1,282train,R168
1,282train,R177
1,282train,R229
1,282train,R4
1,282train,SA24
1,282train,SC213R
1,282train,SC357
1,282train,SC55
1,282train,SD40
1,282train,Sg1533
1,282train,Sg18
1,282train,T232
1,282train,T234
1,282train,T8
1,282train,Tx303
1,282train,Tx601
1,282train,Tzi10
1,282train,Tzi11
1,282train,Tzi16
1,282train,Tzi18
1,282train,Tzi25
1,282train,Tzi9
1,282train,U267Y
1,282train,VA102
1,282train,Va17
1,282train,Va22
1,282train,Va26
1,282train,Va35
1,282train,Va59
1,282train,Va85
1,282train,Va99
1,282train,VaW6
1,282train,W117Ht
1,282train,W153R
1,282train,W182B
1,282train,W22
1,282train,W64A
1,282train,Wf9
1,282train,Yu796
1,282train,i1677a
2,282train,38-11Goodman-Buckler
2,282train,4722
2,282train,A214NGoodman-Buckler
2,282train,A239
2,282train,A556
2,282train,A6
2,282train,A619
2,282train,A632
2,282train,A634
2,282train,A635
2,282train,A641
2,282train,A659
2,282train,A679
2,282train,A680
2,282train,A682
2,282train,Ab28A
2,282train,B10
2,282train,B103
2,282train,B105
2,282train,B109
2,282train,B14A
2,282train,B164
2,282train,B2
2,282train,B37
2,282train,B46
2,282train,B52
2,282train,B64
2,282train,B68
2,282train,B75
2,282train,B76
2,282train,B79
2,282train,B84
2,282train,CH701-30
2,282train,CI187-2
2,282train,CI28AGoodman-Buckler
2,282train,CM105
2,282train,CML11
2,282train,CML14
2,282train,CML154Q
2,282train,CML157Q
2,282train,CML158Q
2,282train,CML218
2,282train,CML220
2,282train,CML238
2,282train,CML254
2,282train,CML258
2,282train,CML261
2,282train,CML281
2,282train,CML287
2,282train,CML311
2,282train,CML314
2,282train,CML321
2,282train,CML323
2,282train,CML328
2,282train,CML331
2,282train,CML332
2,282train,CML341
2,282train,CML38
2,282train,CML45
2,282train,CML5
2,282train,CML61
2,282train,CML77
2,282train,CML92
2,282train,CO255
2,282train,Ci90CGoodman-Buckler
2,282train,Ci91BGoodman-Buckler
2,282train,DE-2
2,282train,DE1
2,282train,DE811
2,282train,EP1
2,282train,F7
2,282train,H105W
2,282train,H49
2,282train,H84
2,282train,H91
2,282train,H95
2,282train,H99
2,282train,Hi27Goodman-Buckler
2,282train,I205
2,282train,I29
2,282train,IA2132Goodman-Buckler
2,282train,IDS28
2,282train,IDS69
2,282train,IDS91
2,282train,Ia5125
2,282train,Il101
2,282train,Il14H
2,282train,Ki11
2,282train,Ki14
2,282train,Ki2021
2,282train,Ki21
2,282train,Ki43
2,282train,Ki44
2,282train,L317
2,282train,M14
2,282train,MEF156-55-2
2,282train,Mo17
2,282train,Mo18W
2,282train,N192
2,282train,NC250
2,282train,NC260
2,282train,NC294
2,282train,NC296
2,282train,NC296A
2,282train,NC300
2,282train,NC302
2,282train,NC304
2,282train,NC306
2,282train,NC310
2,282train,NC314
2,282train,NC324
2,282train,NC326
2,282train,NC328
2,282train,NC33
2,282train,NC336
2,282train,NC338
2,282train,NC340
2,282train,NC346
2,282train,NC348
2,282train,NC352
2,282train,NC354
2,282train,NC356
2,282train,NC368
2,282train,ND246
2,282train,Oh40B
2,282train,Oh43E
2,282train,Os420
2,282train,P39Goodman-Buckler
2,282train,Pa762
2,282train,Pa875
2,282train,Pa91
2,282train,R168
2,282train,R177
2,282train,R229
2,282train,R4
2,282train,SA24
2,282train,SD40
2,282train,Sg1533
2,282train,Sg18
2,282train,Tx601
2,282train,Tzi10
2,282train,Tzi11
2,282train,Tzi18
2,282train,Tzi9
2,282train,Va26
2,282train,Va99
2,282train,W182B
2,282train,W22
2,282train,W64A
2,282train,Wf9
2,282train,i1677a
3,282train,33-16
3,282train,38-11Goodman-Buckler
3,282train,4226
3,282train,A188
3,282train,A214NGoodman-Buckler
3,282train,A239
3,282train,A272
3,282train,A441-5
3,282train,A556
3,282train,A6
3,282train,A619
3,282train,A632
3,282train,A634
3,282train,A635
3,282train,A641
3,282train,A654
3,282train,A659
3,282train,A661
3,282train,A679
3,282train,A680
3,282train,A682
3,282train,Ab28A
3,282train,B10
3,282train,B103
3,282train,B105
3,282train,B109
3,282train,B14A
3,282train,B164
3,282train,B2
3,282train,B37
3,282train,B46
3,282train,B52
3,282train,B57
3,282train,B64
3,282train,B68
3,282train,B75
3,282train,B76
3,282train,B77
3,282train,B79
3,282train,B84
3,282train,C103
3,282train,C123
3,282train,C49A
3,282train,CH701-30
3,282train,CH9
3,282train,CI187-2
3,282train,CI21E
3,282train,CI28AGoodman-Buckler
3,282train,CI31A
3,282train,CI3A
3,282train,CI64
3,282train,CI66
3,282train,CM105
3,282train,CM37
3,282train,CM7
3,282train,CML10
3,282train,CML108
3,282train,CML11
3,282train,CML14
3,282train,CML154Q
3,282train,CML157Q
3,282train,CML158Q
3,282train,CML218
3,282train,CML220
3,282train,CML238
3,282train,CML254
3,282train,CML258
3,282train,CML261
3,282train,CML281
3,282train,CML287
3,282train,CML311
3,282train,CML314
3,282train,CML321
3,282train,CML323
3,282train,CML328
3,282train,CML331
3,282train,CML332
3,282train,CML341
3,282train,CML38
3,282train,CML45
3,282train,CML5
3,282train,CML61
3,282train,CML77
3,282train,CML91
3,282train,CML92
3,282train,CMV3
3,282train,CO106
3,282train,CO125
3,282train,Ci7Goodman-Buckler
3,282train,Ci90CGoodman-Buckler
3,282train,Ci91BGoodman-Buckler
3,282train,D940Y
3,282train,DE-2
3,282train,DE1
3,282train,DE811
3,282train,E2558W
3,282train,F2834T
3,282train,F6
3,282train,GA209
3,282train,GT112
3,282train,H105W
3,282train,H49
3,282train,H84
3,282train,H91
3,282train,H95
3,282train,H99
3,282train,Hi27Goodman-Buckler
3,282train,I137TN
3,282train,I205
3,282train,ILLHy
3,282train,K148
3,282train,K4
3,282train,K55
3,282train,K64
3,282train,KY226
3,282train,KY228
3,282train,Ki11
3,282train,Ki14
3,282train,Ki2021
3,282train,Ki21
3,282train,Ki43
3,282train,Ki44
3,282train,Ky21
3,282train,L578
3,282train,M14
3,282train,MO1W
3,282train,MS1334
3,282train,MS153
3,282train,Mo17
3,282train,Mo18W
3,282train,Mo24W
3,282train,Mo45
3,282train,Mo46
3,282train,Mo47
3,282train,MoG
3,282train,Mp339
3,282train,Mt42
3,282train,N192
3,282train,N28Ht
3,282train,N6
3,282train,NC222
3,282train,NC230
3,282train,NC232
3,282train,NC236
3,282train,NC238
3,282train,NC250
3,282train,NC258
3,282train,NC260
3,282train,NC262
3,282train,NC264
3,282train,NC290A
3,282train,NC294
3,282train,NC296
3,282train,NC296A
3,282train,NC300
3,282train,NC302
3,282train,NC304
3,282train,NC306
3,282train,NC310
3,282train,NC314
3,282train,NC318
3,282train,NC320
3,282train,NC324
3,282train,NC326
3,282train,NC328
3,282train,NC33
3,282train,NC336
3,282train,NC338
3,282train,NC340
3,282train,NC342
3,282train,NC344
3,282train,NC346
3,282train,NC348
3,282train,NC352
3,282train,NC354
3,282train,NC356
3,282train,NC360
3,282train,NC362
3,282train,NC364
3,282train,NC366
3,282train,NC368
3,282train,ND246
3,282train,Oh40B
3,282train,Oh43E
3,282train,Oh603
3,282train,Os420
3,282train,Pa762
3,282train,Pa875
3,282train,Pa880
3,282train,Pa91
3,282train,R168
3,282train,R177
3,282train,R229
3,282train,R4
3,282train,SC213R
3,282train,SC357
3,282train,SC55
3,282train,SD40
3,282train,T232
3,282train,T234
3,282train,T8
3,282train,Tx303
3,282train,Tx601
3,282train,Tzi10
3,282train,Tzi11
3,282train,Tzi16
3,282train,Tzi18
3,282train,Tzi25
3,282train,Tzi9
3,282train,U267Y
3,282train,VA102
3,282train,Va17
3,282train,Va22
3,282train,Va26
3,282train,Va35
3,282train,Va59
3,282train,Va85
3,282train,Va99
3,282train,VaW6
3,282train,W117Ht
3,282train,W153R
3,282train,W182B
3,282train,W22
3,282train,W64A
3,282train,Wf9
3,282train,Yu796
4,282train,33-16
4,282train,38-11Goodman-Buckler
4,282train,4226
4,282train,4722
4,282train,A188
4,282train,A214NGoodman-Buckler
4,282train,A239
4,282train,A272
4,282train,A441-5
4,282train,A556
4,282train,A6
4,282train,A619
4,282train,A632
4,282train,A634
4,282train,A635
4,282train,A641
4,282train,A654
4,282train,A659
4,282train,A661
4,282train,A682
4,282train,Ab28A
4,282train,B103
4,282train,B14A
4,282train,B164
4,282train,B2
4,282train,B46
4,282train,B52
4,282train,B57
4,282train,B64
4,282train,B68
4,282train,B75
4,282train,B77
4,282train,B79
4,282train,C103
4,282train,C123
4,282train,C49A
4,282train,CH701-30
4,282train,CH9
4,282train,CI187-2
4,282train,CI21E
4,282train,CI28AGoodman-Buckler
4,282train,CI31A
4,282train,CI3A
4,282train,CI64
4,282train,CI66
4,282train,CM105
4,282train,CM37
4,282train,CM7
4,282train,CML10
4,282train,CML108
4,282train,CML11
4,282train,CML14
4,282train,CML154Q
4,282train,CML157Q
4,282train,CML158Q
4,282train,CML218
4,282train,CML220
4,282train,CML238
4,282train,CML254
4,282train,CML258
4,282train,CML261
4,282train,CML281
4,282train,CML287
4,282train,CML311
4,282train,CML314
4,282train,CML321
4,282train,CML323
4,282train,CML328
4,282train,CML331
4,282train,CML332
4,282train,CML341
4,282train,CML38
4,282train,CML45
4,282train,CML5
4,282train,CML61
4,282train,CML77
4,282train,CML91
4,282train,CML92
4,282train,CMV3
4,282train,CO106
4,282train,CO125
4,282train,CO255
4,282train,Ci7Goodman-Buckler
4,282train,Ci90CGoodman-Buckler
4,282train,Ci91BGoodman-Buckler
4,282train,D940Y
4,282train,DE-2
4,282train,DE1
4,282train,DE811
4,282train,E2558W
4,282train,EP1
4,282train,F2834T
4,282train,F6
4,282train,F7
4,282train,GA209
4,282train,GT112
4,282train,H105W
4,282train,H49
4,282train,H91
4,282train,H95
4,282train,H99
4,282train,Hi27Goodman-Buckler
4,282train,I137TN
4,282train,I205
4,282train,I29
4,282train,IA2132Goodman-Buckler
4,282train,IDS28
4,282train,IDS69
4,282train,IDS91
4,282train,ILLHy
4,282train,Ia5125
4,282train,Il101
4,282train,Il14H
4,282train,K148
4,282train,K4
4,282train,K55
4,282train,K64
4,282train,KY226
4,282train,KY228
4,282train,Ki11
4,282train,Ki14
4,282train,Ki2021
4,282train,Ki21
4,282train,Ki43
4,282train,Ki44
4,282train,Ky21
4,282train,L317
4,282train,L578
4,282train,M14
4,282train,MEF156-55-2
4,282train,MO1W
4,282train,MS1334
4,282train,MS153
4,282train,Mo17
4,282train,Mo18W
4,282train,Mo24W
4,282train,Mo45
4,282train,Mo46
4,282train,Mo47
4,282train,MoG
4,282train,Mp339
4,282train,Mt42
4,282train,N28Ht
4,282train,N6
4,282train,NC222
4,282train,NC230
4,282train,NC232
4,282train,NC236
4,282train,NC238
4,282train,NC258
4,282train,NC260
4,282train,NC262
4,282train,NC264
4,282train,NC290A
4,282train,NC296
4,282train,NC296A
4,282train,NC300
4,282train,NC302
4,282train,NC304
4,282train,NC318
4,282train,NC320
4,282train,NC33
4,282train,NC336
4,282train,NC338
4,282train,NC340
4,282train,NC342
4,282train,NC344
4,282train,NC346
4,282train,NC348
4,282train,NC352
4,282train,NC354
4,282train,NC356
4,282train,NC360
4,282train,NC362
4,282train,NC364
4,282train,NC366
4,282train,ND246
4,282train,Oh40B
4,282train,Oh43E
4,282train,Oh603
4,282train,Os420
4,282train,P39Goodman-Buckler
4,282train,Pa762
4,282train,Pa875
4,282train,Pa880
4,282train,Pa91
4,282train,R168
4,282train,R177
4,282train,R4
4,282train,SA24
4,282train,SC213R
4,282train,SC357
4,282train,SC55
4,282train,SD40
4,282train,Sg1533
4,282train,Sg18
4,282train,T232
4,282train,T234
4,282train,T8
4,282train,Tx303
4,282train,Tx601
4,282train,Tzi10
4,282train,Tzi11
4,282train,Tzi16
4,282train,Tzi18
4,282train,Tzi25
4,282train,Tzi9
4,282train,U267Y
4,282train,VA102
4,282train,Va17
4,282train,Va22
4,282train,Va26
4,282train,Va35
4,282train,Va59
4,282train,Va85
4,282train,Va99
4,282train,VaW6
4,282train,W117Ht
4,282train,W153R
4,282train,W182B
4,282train,W22
4,282train,W64A
4,282train,Wf9
4,282train,Yu796
4,282train,i1677a
5,282train,33-16
5,282train,38-11Goodman-Buckler
5,282train,4226
5,282train,4722
5,282train,A188
5,282train,A214NGoodman-Buckler
5,282train,A239
5,282train,A272
5,282train,A441-5
5,282train,A556
5,282train,A6
5,282train,A619
5,282train,A632
5,282train,A634
5,282train,A635
5,282train,A641
5,282train,A654
5,282train,A659
5,282train,A661
5,282train,A679
5,282train,A680
5,282train,A682
5,282train,Ab28A
5,282train,B10
5,282train,B103
5,282train,B105
5,282train,B109
5,282train,B14A
5,282train,B164
5,282train,B2
5,282train,B37
5,282train,B46
5,282train,B52
5,282train,B57
5,282train,B64
5,282train,B68
5,282train,B75
5,282train,B76
5,282train,B77
5,282train,B79
5,282train,B84
5,282train,C103
5,282train,C123
5,282train,C49A
5,282train,CH701-30
5,282train,CH9
5,282train,CI187-2
5,282train,CI21E
5,282train,CI28AGoodman-Buckler
5,282train,CI31A
5,282train,CI3A
5,282train,CI64
5,282train,CI66
5,282train,CM105
5,282train,CM37
5,282train,CM7
5,282train,CML10
5,282train,CML108
5,282train,CML91
5,282train,CMV3
5,282train,CO106
5,282train,CO125
5,282train,CO255
5,282train,Ci7Goodman-Buckler
5,282train,Ci90CGoodman-Buckler
5,282train,Ci91BGoodman-Buckler
5,282train,D940Y
5,282train,DE-2
5,282train,DE1
5,282train,DE811
5,282train,E2558W
5,282train,EP1
5,282train,F2834T
5,282train,F6
5,282train,F7
5,282train,GA209
5,282train,GT112
5,282train,H105W
5,282train,H49
5,282train,H84
5,282train,H91
5,282train,H95
5,282train,H99
5,282train,I137TN
5,282train,I205
5,282train,I29
5,282train,IA2132Goodman-Buckler
5,282train,IDS28
5,282train,IDS69
5,282train,IDS91
5,282train,ILLHy
5,282train,Ia5125
5,282train,Il101
5,282train,Il14H
5,282train,K148
5,282train,K4
5,282train,K55
5,282train,K64
5,282train,KY226
5,282train,KY228
5,282train,Ky21
5,282train,L317
5,282train,L578
5,282train,M14
5,282train,MEF156-55-2
5,282train,MO1W
5,282train,MS1334
5,282train,MS153
5,282train,Mo17
5,282train,Mo24W
5,282train,Mo45
5,282train,Mo46
5,282train,Mo47
5,282train,MoG
5,282train,Mp339
5,282train,Mt42
5,282train,N192
5,282train,N28Ht
5,282train,N6
5,282train,NC222
5,282train,NC230
5,282train,NC232
5,282train,NC236
5,282train,NC238
5,282train,NC250
5,282train,NC258
5,282train,NC260
5,282train,NC262
5,282train,NC264
5,282train,NC290A
5,282train,NC294
5,282train,NC306
5,282train,NC310
5,282train,NC314
5,282train,NC318
5,282train,NC320
5,282train,NC324
5,282train,NC326
5,282train,NC328
5,282train,NC342
5,282train,NC344
5,282train,NC360
5,282train,NC362
5,282train,NC364
5,282train,NC366
5,282train,NC368
5,282train,ND246
5,282train,Oh40B
5,282train,Oh43E
5,282train,Oh603
5,282train,Os420
5,282train,P39Goodman-Buckler
5,282train,Pa762
5,282train,Pa875
5,282train,Pa880
5,282train,Pa91
5,282train,R168
5,282train,R177
5,282train,R229
5,282train,R4
5,282train,SA24
5,282train,SC213R
5,282train,SC357
5,282train,SC55
5,282train,SD40
5,282train,Sg1533
5,282train,Sg18
5,282train,T232
5,282train,T234
5,282train,T8
5,282train,Tx303
5,282train,Tzi16
5,282train,Tzi25
5,282train,U267Y
5,282train,VA102
5,282train,Va17
5,282train,Va22
5,282train,Va26
5,282train,Va35
5,282train,Va59
5,282train,Va85
5,282train,Va99
5,282train,VaW6
5,282train,W117Ht
5,282train,W153R
5,282train,W182B
5,282train,W22
5,282train,W64A
5,282train,Wf9
5,282train,Yu796
5,282train,i1677a
